id,bw,duration,packets,data_pkts,data_bytes,rexmit_pkts,rexmit_bytes,rtt_avg,rtt_min,rtt_max,stdev_rtt,rtt_count,reordering,ttl_min,ttl_max,max_seg_size,min_seg_size,win_max,win_min,rtx_RTO,rtx_FR,net_dup,flow_control,unnece_rtx_RTO,stallCount,qualityChanges,skippedFrames,fpsChanges,twitch_backend
10887,7.0,120.0,765.0,71.0,3315.6153846153848,0.0,0.0,15.900660307692307,0.4156153846153846,86.62992307692308,36.19947446153846,79.0,0.0,64.0,905.6153846153846,25.076923076923077,64538.846153846156,58033.61538461538,0.0,0.0,0.0,0.0,0.0,0.0,1,1,149,8,1.7.0-twitch.1-rc.1
10888,9.0,120.0,182.0,35.0,1283.3,0.0,0.0,46.3357557,26.1875,130.02,45.1304097,52.0,0.0,64.0,766.9,23.7,64240.0,59677.7,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,8,1.7.0-twitch.1-rc.1
10889,11.0,120.0,816.0,128.0,2937.962962962963,0.0,0.0,17.92250137037037,0.4782962962962963,83.42670370370371,29.058304814814818,180.0,0.0,64.0,1123.888888888889,23.88888888888889,64335.92592592593,58469.18518518518,0.0,0.0,0.0,0.0,0.0,0.0,1,2,71,10,1.7.0-twitch.1-rc.1
10890,14.0,120.0,717.0,87.0,3795.9333333333334,0.0,0.0,22.308422066666665,0.45086666666666664,124.72773333333333,51.48337853333333,114.0,0.0,64.0,846.0666666666667,32.666666666666664,64499.0,58465.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,8,1.7.0-twitch.1-rc.1
10891,5.0,120.0,427.0,91.0,4804.3125,0.0,0.0,101.64035600000001,83.693,175.098,39.5123264375,116.0,0.0,64.0,822.875,75.75,64401.875,62277.0625,0.0,0.0,0.0,0.0,0.0,0.0,1,3,118,9,1.7.0-twitch.1-rc.1
10892,7.0,120.0,2693.0,96.0,4885.6,4.0,4.0,15.955378466666668,0.40299999999999997,89.57140000000001,36.488456000000006,96.0,0.0,64.0,869.9333333333333,31.733333333333334,64585.333333333336,59033.4,4.0,0.0,0.0,0.0,0.0,0.0,2,2,73,8,1.7.0-twitch.1-rc.1
10893,9.0,120.0,1109.0,125.0,8900.0,0.0,0.0,13.864842,0.3925384615384615,86.27623076923076,32.73960853846154,148.0,0.0,64.0,975.6923076923077,25.076923076923077,64638.46153846154,60398.230769230766,0.0,0.0,0.0,0.0,0.0,0.0,2,4,17,8,1.7.0-twitch.1-rc.1
10894,11.0,120.0,8808.0,153.0,6370.954545454545,1.0,1.0,25.699511090909088,0.49068181818181816,158.83145454545453,61.630784363636366,185.0,0.0,64.0,1098.8636363636363,29.272727272727273,64298.86363636364,61735.318181818184,1.0,0.0,0.0,0.0,0.0,0.0,2,4,1,8,1.7.0-twitch.1-rc.1
10895,14.0,120.0,521.0,89.0,8973.5,0.0,0.0,28.4761959,0.42350000000000004,145.9196,63.4596454,59.0,0.0,64.0,925.8,25.4,64369.5,61629.1,0.0,0.0,0.0,0.0,0.0,0.0,1,4,18,9,1.7.0-twitch.1-rc.1
10896,5.0,120.0,4564.0,178.0,11190.0,3.0,1462.0,113.27732188235295,93.66564705882354,200.3439411764706,44.79227429411765,141.0,0.0,64.0,820.6470588235294,27.0,64544.705882352944,60517.64705882353,2.0,0.0,0.0,0.0,1.0,0.0,3,4,10,10,1.7.0-twitch.1-rc.1
10897,7.0,120.0,667.0,81.0,2898.0625,0.0,0.0,26.800896375,0.427625,148.0665,61.948524,97.0,0.0,64.0,782.75,25.75,64482.8125,58415.875,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,9,1.7.0-twitch.1-rc.1
10898,9.0,120.0,11123.0,167.0,5945.346153846154,0.0,0.0,17.838603538461538,4.450153846153846,80.74957692307693,31.22024546153846,203.0,0.0,64.0,1128.3461538461538,28.76923076923077,64289.807692307695,61719.96153846154,0.0,0.0,0.0,0.0,0.0,0.0,2,4,130,9,1.7.0-twitch.1-rc.1
10899,11.0,120.0,184.0,36.0,1469.0,0.0,0.0,26.196353666666667,0.4197777777777778,134.15488888888888,58.297871666666666,52.0,0.0,64.0,854.4444444444445,26.333333333333332,64240.0,61870.11111111111,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,6,1.7.0-twitch.1-rc.1
10900,14.0,120.0,721.0,59.0,1906.5,0.0,0.0,18.000851,0.4648333333333334,96.84116666666667,40.194766333333334,80.0,0.0,64.0,777.1666666666666,33.666666666666664,64455.833333333336,61102.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,2,2,116,9,1.7.0-twitch.1-rc.1
10901,5.0,120.0,142.0,31.0,2417.285714285714,0.0,0.0,15.283940428571428,0.4997142857142857,84.02042857142858,34.381471,41.0,0.0,64.0,1091.7142857142858,25.0,64240.0,61125.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1.7.0-twitch.1-rc.1
10902,7.0,120.0,198.0,39.0,1239.2727272727273,0.0,0.0,43.55154772727273,23.361363636363638,130.50281818181818,46.21139827272727,58.0,0.0,64.0,744.5454545454545,23.727272727272727,64240.0,61346.09090909091,0.0,0.0,0.0,0.0,0.0,0.0,1,2,9,7,1.7.0-twitch.1-rc.1
10903,9.0,120.0,743.0,139.0,8863.0625,0.0,0.0,30.934838625,15.686062499999998,107.663,36.3152885625,166.0,0.0,64.0,1022.25,23.8125,64401.875,61191.9375,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,9,1.7.0-twitch.1-rc.1
10904,11.0,120.0,3302.0,68.0,5614.3,1.0,1.0,16.6106286,0.4591,88.9426,37.0714631,82.0,0.0,64.0,910.5,25.4,64369.5,62408.6,1.0,0.0,0.0,0.0,0.0,0.0,2,3,0,10,1.7.0-twitch.1-rc.1
10905,14.0,120.0,178.0,35.0,1429.3333333333333,0.0,0.0,20.076838666666664,0.3931111111111111,98.99211111111111,43.51093022222222,51.0,0.0,64.0,845.5555555555555,36.111111111111114,64240.0,60178.77777777778,0.0,0.0,0.0,0.0,0.0,0.0,2,3,83,10,1.7.0-twitch.1-rc.1
9906,5.0,120.0,867.0,102.0,7809.333333333333,0.0,0.0,35.704046,21.629666666666665,102.5005,32.8981725,122.0,0.0,64.0,801.3333333333334,23.166666666666668,64455.833333333336,61103.75,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,7,1.7.0-twitch.1-rc.1
9907,7.0,120.0,787.0,143.0,9667.866666666667,0.0,0.0,21.949628,0.448,118.4088,49.23521186666667,168.0,0.0,64.0,909.8,35.93333333333333,64499.0,61581.73333333333,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,10,1.7.0-twitch.1-rc.1
9908,9.0,120.0,371.0,88.0,5106.642857142857,0.0,0.0,34.42461942857143,0.4572142857142857,189.32792857142857,78.5313735,113.0,0.0,64.0,868.4285714285714,33.285714285714285,64332.5,61312.21428571428,0.0,0.0,0.0,0.0,0.0,0.0,4,2,10,8,1.7.0-twitch.1-rc.1
9909,11.0,120.0,189.0,41.0,1224.5454545454545,1.0,1.0,40.10382972727273,0.4687272727272727,205.41227272727272,89.83773109090909,60.0,0.0,64.0,810.5454545454545,26.545454545454547,64240.0,62684.36363636364,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1,10,1.7.0-twitch.1-rc.1
9910,14.0,120.0,769.0,80.0,4256.076923076923,0.0,0.0,20.561785,0.4286923076923077,112.404,46.74314346153846,103.0,0.0,64.0,823.6153846153846,33.46153846153846,64538.846153846156,56090.153846153844,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,7,1.7.0-twitch.1-rc.1
9911,5.0,120.0,1031.0,123.0,6722.5,0.0,0.0,34.06682875,14.9389375,155.0286875,48.367146687500004,149.0,0.0,64.0,863.625,29.75,64563.75,60404.625,0.0,0.0,0.0,0.0,0.0,0.0,1,7,155,9,1.7.0-twitch.1-rc.1
9912,7.0,120.0,770.0,77.0,3275.0714285714284,1.0,1.0,31.246160142857143,18.988785714285715,90.32307142857144,28.620178785714284,97.0,0.0,64.0,785.9285714285714,30.071428571428573,64517.5,57543.357142857145,1.0,0.0,0.0,0.0,0.0,0.0,2,4,61,9,1.7.0-twitch.1-rc.1
9913,9.0,120.0,9153.0,157.0,9623.70588235294,9.0,9.0,15.176149117647057,0.45729411764705885,86.66411764705882,34.82024229411765,175.0,0.0,64.0,950.1176470588235,33.11764705882353,64544.705882352944,61670.23529411765,9.0,0.0,0.0,0.0,0.0,0.0,2,4,0,8,1.7.0-twitch.1-rc.1
9914,11.0,120.0,632.0,121.0,8506.714285714286,1.0,1.0,22.10950907142857,0.5315,133.554,52.25929014285714,140.0,0.0,64.0,955.3571428571429,32.285714285714285,64425.0,60420.42857142857,1.0,0.0,0.0,0.0,0.0,0.0,2,4,9,10,1.7.0-twitch.1-rc.1
9915,14.0,120.0,252.0,58.0,2286.3571428571427,1.0,1.0,35.928162285714286,17.652785714285717,113.37828571428572,41.00994428571429,80.0,0.0,64.0,839.5,31.071428571428573,64240.0,62241.92857142857,1.0,0.0,0.0,0.0,0.0,0.0,2,3,3,10,1.7.0-twitch.1-rc.1
9916,5.0,120.0,348.0,62.0,5058.4,0.0,0.0,24.7924464,0.45330000000000004,121.9232,54.0148325,56.0,0.0,64.0,913.2,35.6,64369.5,61225.7,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,8,1.7.0-twitch.1-rc.1
9917,7.0,120.0,553.0,52.0,1544.0,0.0,0.0,20.02433675,0.42083333333333334,109.27225,45.613479250000005,74.0,0.0,64.0,773.1666666666666,25.75,64455.833333333336,57842.083333333336,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,8,1.7.0-twitch.1-rc.1
9918,9.0,120.0,819.0,119.0,9205.846153846154,1.0,1.0,31.068835,0.3772307692307692,166.57023076923076,69.98010738461538,138.0,0.0,64.0,830.5384615384615,41.30769230769231,64439.230769230766,60653.692307692305,1.0,0.0,0.0,0.0,0.0,0.0,2,4,0,8,1.7.0-twitch.1-rc.1
9919,11.0,120.0,323.0,58.0,3114.5,0.0,0.0,39.243674500000004,21.919333333333338,114.36625,39.73880225,64.0,0.0,64.0,807.1666666666666,31.666666666666668,64347.916666666664,61579.166666666664,0.0,0.0,0.0,0.0,0.0,0.0,1,2,169,9,1.7.0-twitch.1-rc.1
9920,14.0,120.0,823.0,117.0,7738.714285714285,0.0,0.0,21.10788892857143,0.45357142857142857,109.12607142857144,46.771273,84.0,0.0,64.0,945.1428571428571,32.785714285714285,64425.0,59861.5,0.0,0.0,0.0,0.0,0.0,0.0,2,4,30,10,1.7.0-twitch.1-rc.1
9921,5.0,120.0,194.0,36.0,1421.5555555555557,0.0,0.0,19.32014311111111,0.4338888888888889,101.40422222222223,43.31675966666667,52.0,0.0,64.0,845.6666666666666,25.555555555555557,64240.0,61118.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,10,1.7.0-twitch.1-rc.1
9922,7.0,120.0,690.0,67.0,2879.714285714286,0.0,0.0,36.189091714285716,19.420214285714287,107.00135714285715,37.812682571428574,89.0,0.0,64.0,729.2142857142857,21.571428571428573,64517.5,57885.92857142857,0.0,0.0,0.0,0.0,0.0,0.0,1,1,218,8,1.7.0-twitch.1-rc.1
9923,9.0,120.0,233.0,45.0,1965.090909090909,1.0,1.0,22.815022636363636,0.4186363636363637,113.30581818181818,49.93519590909091,59.0,0.0,64.0,881.1818181818181,34.54545454545455,64240.0,61390.181818181816,1.0,0.0,0.0,0.0,0.0,0.0,1,2,233,8,1.7.0-twitch.1-rc.1
9924,11.0,120.0,365.0,72.0,4119.538461538462,0.0,0.0,39.880831307692304,21.09461538461538,121.9463846153846,42.94645607692308,91.0,0.0,64.0,780.3846153846154,31.615384615384617,64339.61538461538,61895.769230769234,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
815,3.0,60.0,6.0,2.0,174.0,1.0,87.0,148.831058,130.569,167.108,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,0,5,1.7.0-twitch.1-rc.1
814,2.0,60.0,5.0,1.0,87.0,0.0,0.0,130.40332,130.048,130.646,0.316926,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,5,1.7.0-twitch.1-rc.1
818,1.0,60.0,6.0,1.0,87.0,0.0,0.0,134.784174,134.066,135.312,0.646475,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,1.7.0-twitch.1-rc.1
830,3.0,60.0,5.0,1.0,87.0,0.0,0.0,132.581581,132.083,132.984,0.459586,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,3,7,1.7.0-twitch.1-rc.1
819,2.0,60.0,6.0,1.0,87.0,1.0,1.0,139.726014,134.821,144.645,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,1,5,1.7.0-twitch.1-rc.1
823,1.0,60.0,12.0,2.0,87.0,3.0,3.0,66.259187,66.113,66.412,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64184.0,3.0,0.0,0.0,0.0,0.0,0.0,2,5,0,7,1.7.0-twitch.1-rc.1
816,4.0,60.0,6.0,1.0,87.0,0.0,0.0,132.470584,131.646,133.949,1.279832,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,19,7,1.7.0-twitch.1-rc.1
826,4.0,60.0,6.0,1.0,87.0,0.0,0.0,128.772374,128.689,128.872,0.091741,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,1.7.0-twitch.1-rc.1
835,3.0,60.0,5.0,1.0,87.0,0.0,0.0,135.186827,134.869,135.427,0.288919,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,13,5,1.7.0-twitch.1-rc.1
833,1.0,60.0,6.0,1.0,87.0,0.0,0.0,153.813873,132.593,195.659,36.235795,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,4,1.7.0-twitch.1-rc.1
846,4.0,60.0,11.0,5.0,435.0,5.0,349.0,136.341366,136.355,136.355,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,1,8,1.7.0-twitch.1-rc.1
843,1.0,60.0,5.0,1.0,87.0,0.0,0.0,137.201093,136.882,137.513,0.315817,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,9,1.7.0-twitch.1-rc.1
854,2.0,60.0,7.0,1.0,87.0,1.0,1.0,132.39688,132.091,132.716,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1,5,1.7.0-twitch.1-rc.1
861,4.0,60.0,6.0,1.0,87.0,0.0,0.0,132.841239,130.698,136.516,3.193926,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,13,5,1.7.0-twitch.1-rc.1
859,2.0,60.0,5.0,1.0,87.0,0.0,0.0,154.627179,131.727,199.907,39.209927,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,5,1.7.0-twitch.1-rc.1
875,3.0,60.0,5.0,1.0,87.0,0.0,0.0,134.29519,133.708,134.828,0.56268,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,8,1.7.0-twitch.1-rc.1
882,5.0,60.0,8.0,2.0,174.0,2.0,88.0,135.770423,135.784,135.784,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,14,4,1.7.0-twitch.1-rc.1
889,2.0,60.0,8.0,2.0,174.0,2.0,88.0,129.792021,129.805,129.805,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,3,6,1.7.0-twitch.1-rc.1
895,3.0,60.0,15.0,7.0,304.5,6.0,436.0,65.727476,65.6225,65.8035,0.0949925,3.0,0.0,64.0,87.0,87.0,64256.0,64184.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,0,4,1.7.0-twitch.1-rc.1
900,3.0,60.0,6.0,1.0,87.0,1.0,1.0,132.667367,131.952,133.396,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4,3,8,1.7.0-twitch.1-rc.1
820,3.0,60.0,7.0,1.0,87.0,1.0,1.0,128.369082,128.211,128.54,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,2,5,3,7,1.7.0-twitch.1-rc.1
829,2.0,60.0,8.0,1.0,87.0,2.0,2.0,134.823259,134.801,134.859,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,0,6,1.7.0-twitch.1-rc.1
827,5.0,60.0,5.0,1.0,87.0,0.0,0.0,130.232659,129.785,130.708,0.461793,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,6,1.7.0-twitch.1-rc.1
831,4.0,60.0,6.0,1.0,87.0,0.0,0.0,139.591014,136.392,145.672,5.264861,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,8,1.7.0-twitch.1-rc.1
813,1.0,60.0,5.0,1.0,87.0,0.0,0.0,132.09793,131.869,132.247,0.204003,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,2,6,1.7.0-twitch.1-rc.1
817,5.0,60.0,6.0,1.0,87.0,0.0,0.0,192.137929,130.862,313.767,105.329372,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,4,1.7.0-twitch.1-rc.1
821,4.0,60.0,7.0,1.0,87.0,1.0,1.0,134.186791,134.142,134.245,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,3,4,1.7.0-twitch.1-rc.1
822,5.0,60.0,5.0,1.0,87.0,0.0,0.0,133.248558,132.933,133.738,0.427112,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,10,7,1.7.0-twitch.1-rc.1
825,3.0,60.0,5.0,1.0,87.0,0.0,0.0,134.069864,133.819,134.474,0.350543,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,7,1.7.0-twitch.1-rc.1
828,1.0,60.0,8.0,1.0,87.0,2.0,2.0,131.516924,131.373,131.674,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,0,5,1.7.0-twitch.1-rc.1
832,5.0,60.0,6.0,1.0,87.0,0.0,0.0,131.610946,130.847,132.406,0.77974,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,47,5,1.7.0-twitch.1-rc.1
824,2.0,60.0,7.0,3.0,261.0,2.0,174.0,132.829359,132.754,132.918,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,4,0,4,1.7.0-twitch.1-rc.1
836,4.0,60.0,6.0,2.0,174.0,1.0,87.0,134.978751,134.785,135.186,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0,5,1.7.0-twitch.1-rc.1
834,2.0,60.0,8.0,3.0,261.0,2.0,174.0,135.142743,135.022,135.277,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,5,2,5,1.7.0-twitch.1-rc.1
837,5.0,60.0,6.0,1.0,87.0,0.0,0.0,130.755308,130.338,131.146,0.405157,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,32,5,1.7.0-twitch.1-rc.1
838,1.0,60.0,5.0,1.0,87.0,0.0,0.0,131.516283,130.779,132.17,0.700082,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,6,1.7.0-twitch.1-rc.1
839,2.0,60.0,5.0,1.0,87.0,0.0,0.0,134.685844,134.213,135.069,0.436446,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,4,1.7.0-twitch.1-rc.1
840,3.0,60.0,5.0,1.0,87.0,0.0,0.0,137.263758,137.122,137.47,0.180478,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,4,1.7.0-twitch.1-rc.1
841,4.0,60.0,14.0,6.0,261.0,5.0,349.0,66.3339555,66.079,66.579,0.250308,3.0,0.0,64.0,87.0,87.0,64256.0,64184.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,2,4,1.7.0-twitch.1-rc.1
842,5.0,60.0,6.0,1.0,87.0,1.0,1.0,132.311384,131.052,133.584,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,22,8,1.7.0-twitch.1-rc.1
850,3.0,60.0,8.0,3.0,261.0,3.0,175.0,134.393561,134.407,134.407,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,3.0,0.0,0.0,0.0,0.0,0.0,2,2,0,5,1.7.0-twitch.1-rc.1
844,2.0,60.0,6.0,1.0,87.0,0.0,0.0,135.124829,134.736,135.554,0.409899,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,6,1.7.0-twitch.1-rc.1
845,3.0,60.0,8.0,1.0,87.0,2.0,2.0,134.343283,134.272,134.428,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,2,4,2,6,1.7.0-twitch.1-rc.1
847,5.0,60.0,10.0,2.0,174.0,4.0,90.0,135.080492,135.094,135.094,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,4.0,0.0,0.0,0.0,0.0,0.0,1,3,48,7,1.7.0-twitch.1-rc.1
848,1.0,60.0,6.0,1.0,87.0,0.0,0.0,151.185294,132.08,188.653,32.445835,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,7,1.7.0-twitch.1-rc.1
849,2.0,60.0,5.0,1.0,87.0,0.0,0.0,131.522283,130.926,132.353,0.739781,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,7,1.7.0-twitch.1-rc.1
851,4.0,60.0,5.0,1.0,87.0,0.0,0.0,130.075664,129.833,130.472,0.343291,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,5,1.7.0-twitch.1-rc.1
852,5.0,60.0,5.0,1.0,87.0,0.0,0.0,134.70151,133.942,135.338,0.707299,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,3,1.7.0-twitch.1-rc.1
857,5.0,60.0,5.0,1.0,87.0,0.0,0.0,132.546582,132.017,133.007,0.499588,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,50,4,1.7.0-twitch.1-rc.1
855,3.0,60.0,11.0,4.0,348.0,5.0,263.0,133.9986,134.012,134.012,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,5.0,0.0,0.0,0.0,0.0,0.0,3,4,1,6,1.7.0-twitch.1-rc.1
856,4.0,60.0,6.0,1.0,87.0,0.0,0.0,131.976267,131.623,132.433,0.413215,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,16,8,1.7.0-twitch.1-rc.1
858,1.0,60.0,10.0,5.0,435.0,5.0,349.0,150.002,150.017,150.017,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,4.0,0.0,0.0,0.0,0.0,0.0,2,4,0,2,1.7.0-twitch.1-rc.1
862,5.0,60.0,8.0,1.0,87.0,2.0,2.0,131.759412,131.479,132.053,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,1,8,1.7.0-twitch.1-rc.1
867,5.0,60.0,12.0,6.0,522.0,7.0,437.0,131.753825,131.767,131.767,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,6.0,0.0,0.0,0.0,0.0,0.0,1,3,33,3,1.7.0-twitch.1-rc.1
860,3.0,60.0,11.0,4.0,348.0,5.0,263.0,136.49935,136.513,136.513,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,5.0,0.0,0.0,0.0,0.0,0.0,1,3,0,3,1.7.0-twitch.1-rc.1
863,1.0,60.0,9.0,1.0,87.0,4.0,4.0,132.59687,130.895,134.312,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64128.0,4.0,0.0,0.0,0.0,0.0,0.0,2,4,2,6,1.7.0-twitch.1-rc.1
864,2.0,60.0,5.0,1.0,87.0,0.0,0.0,141.836605,130.345,164.766,19.853373,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,2,1.7.0-twitch.1-rc.1
865,3.0,60.0,6.0,1.0,87.0,0.0,0.0,131.828939,131.657,132.101,0.23567,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,16,6,1.7.0-twitch.1-rc.1
866,4.0,60.0,8.0,2.0,174.0,2.0,88.0,132.39676,132.41,132.41,0.0,1.0,0.0,64.0,87.0,87.0,64256.0,64128.0,2.0,0.0,0.0,0.0,0.0,0.0,1,3,10,7,1.7.0-twitch.1-rc.1
868,1.0,60.0,22.0,7.0,203.0,9.0,353.0,48.378581,44.06666666666666,52.69533333333334,0.0,2.0,0.0,64.0,87.0,87.0,64256.0,64202.666666666664,9.0,0.0,0.0,0.0,0.0,0.0,2,3,16,6,1.7.0-twitch.1-rc.1
869,2.0,60.0,5.0,1.0,87.0,0.0,0.0,136.727109,131.63,146.128,8.147461,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,27,6,1.7.0-twitch.1-rc.1
874,2.0,60.0,6.0,1.0,87.0,0.0,0.0,131.59728,131.199,132.112,0.465925,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,1,6,1.7.0-twitch.1-rc.1
872,5.0,60.0,5.0,1.0,87.0,0.0,0.0,136.869104,136.564,137.41,0.466329,3.0,0.0,64.0,87.0,87.0,64256.0,64128.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,4,6,1.7.0-twitch.1-rc.1
